1,125,0,-63036,983,1059,-723,-344,10551,0,0,0,3182,-27113,-21181,-1851,3905,10526
2,250,0,-63036,983,1060,-723,-344,10551,0,0,0,3182,-27113,-21181,-1851,3905,10526
3,375,0,8388607,984,1059,-720,-346,10552,0,0,0,3136,-26757,-21050,-1855,3899,10508
4,500,0,5163509,983,1059,-720,-345,10551,0,0,0,3447,-26872,-21018,-1857,3897,10323
5,625,0,5163509,984,1059,-720,-345,10551,0,0,0,3447,-26872,-21018,-1857,3897,10323
6,750,0,2993121,985,1058,-718,-341,10563,0,0,0,3696,-26964,-20992,-1852,3893,10064
7,875,0,2530032,984,1058,-718,-341,10563,0,0,0,3696,-26964,-20992,-1852,3893,10064
8,1000,0,2530032,986,1059,-714,-340,10535,0,0,0,3756,-26878,-20971,-1848,3886,9836
9,1125,0,2523531,985,1058,-722,-336,10537,0,0,0,3804,-26809,-20955,-1840,3894,9615
10,1250,0,2517318,985,1059,-722,-336,10537,0,0,0,3804,-26809,-20955,-1840,3894,9615
11,1375,0,2517318,984,1059,-717,-335,10543,0,0,0,3704,-26914,-20796,-1832,3892,9540
12,1500,0,2509582,985,1059,-723,-346,10501,0,0,0,3623,-26998,-20670,-1846,3905,9510
13,1625,0,2509582,984,1059,-723,-346,10501,0,0,0,3623,-26998,-20670,-1846,3905,9510
14,1750,0,2499245,985,1059,-720,-344,10532,0,0,0,3767,-27305,-20786,-1851,3905,9473
15,1875,0,2489992,985,1058,-712,-338,10499,0,0,0,3883,-27550,-20879,-1845,3897,9439
16,2000,0,2489992,986,1059,-712,-338,10499,0,0,0,3883,-27550,-20879,-1845,3897,9439
17,2125,0,2479380,986,1058,-716,-338,10509,0,0,0,3558,-27747,-21390,-1842,3896,9648
18,2250,0,2468896,986,1059,-716,-338,10509,0,0,0,3558,-27747,-21390,-1842,3896,9648
19,2375,0,2468896,986,1059,-714,-332,10489,0,0,0,3297,-27904,-21798,-1833,3892,9997
20,2500,0,2460518,986,1059,-720,-334,10493,0,0,0,3368,-27550,-21980,-1830,3898,10146
21,2625,0,2451752,985,1060,-720,-334,10493,0,0,0,3368,-27550,-21980,-1830,3898,10146
22,2750,0,2451752,985,1060,-720,-335,10484,0,0,0,3424,-27266,-22125,-1830,3902,10182
23,2875,0,2445346,985,1059,-718,-328,10447,0,0,0,3469,-27200,-21660,-1819,3908,10152
24,3000,0,2440737,986,1060,-718,-328,10447,0,0,0,3469,-27200,-21660,-1819,3908,10152
25,3125,0,2440737,985,1060,-723,-332,10465,0,0,0,3505,-27146,-21288,-1818,3918,10072
26,3250,0,2436865,986,1059,-733,-330,10439,0,0,0,3812,-26944,-21426,-1816,3941,9779
27,3375,0,2436865,985,1059,-733,-330,10439,0,0,0,3812,-26944,-21426,-1816,3941,9779
28,3500,0,2436520,985,1060,-721,-334,10449,0,0,0,4057,-26782,-21537,-1821,3938,9433
29,3625,0,2438187,987,1060,-721,-334,10449,0,0,0,4057,-26782,-21537,-1821,3938,9433
30,3750,0,2438187,985,1060,-717,-330,10446,0,0,0,3836,-26812,-21480,-1818,3930,9329
31,3875,0,2439714,987,1061,-733,-330,10449,0,0,0,3660,-26836,-21434,-1816,3949,9323
32,4000,0,2445347,987,1061,-733,-330,10449,0,0,0,3660,-26836,-21434,-1816,3949,9323
33,4125,0,2445347,985,1060,-727,-334,10472,0,0,0,3449,-27095,-21761,-1821,3948,9518
34,4250,0,2453096,985,1060,-727,-341,10456,0,0,0,3280,-27303,-22023,-1835,3951,9791
35,4375,0,2459659,984,1061,-727,-341,10456,0,0,0,3280,-27303,-22023,-1835,3951,9791
36,4500,0,2459659,985,1061,-744,-350,10483,0,0,0,3354,-27229,-21723,-1857,3976,9877
37,4625,0,2468723,985,1062,-725,-341,10484,0,0,0,3413,-27170,-21484,-1858,3964,9938
38,4750,0,2477826,985,1061,-725,-341,10484,0,0,0,3413,-27170,-21484,-1858,3964,9938
39,4875,0,2477826,986,1059,-736,-344,10512,0,0,0,3321,-27442,-21147,-1862,3970,10037
40,5000,0,2487039,985,1061,-732,-341,10498,0,0,0,3247,-27660,-20877,-1863,3971,10177
41,5125,0,2487039,2047,1060,-732,-341,10498,0,0,0,3247,-27660,-20877,-1863,3971,10177
42,5250,0,2497821,985,1060,-721,-352,10532,0,0,0,2910,-27995,-20952,-1879,3949,10552
43,5375,0,2507105,984,1060,-721,-352,10532,0,0,0,2910,-27995,-20952,-1879,3949,10552
44,5500,0,2507105,985,1061,-728,-347,10543,0,0,0,2640,-28262,-21012,-1880,3947,11000
45,5625,0,2516219,984,1060,-728,-343,10531,0,0,0,2633,-27756,-20842,-1870,3945,11256
46,5750,0,2523254,984,1061,-728,-343,10531,0,0,0,2633,-27756,-20842,-1870,3945,11256
47,5875,0,2523254,983,1060,-727,-349,10548,0,0,0,2628,-27352,-20706,-1876,3942,11385
48,6000,0,2527707,983,1060,-726,-357,10552,0,0,0,2832,-28068,-20525,-1891,3938,11440
49,6125,0,2529952,985,1060,-726,-357,10552,0,0,0,2832,-28068,-20525,-1891,3938,11440
