1,1785705,999,8000,0,0,-89,-84,9942,-9485,-7302,6343,385730,133214,-1607598,258,-535,342593
2,1785829,999,8000,0,0,-79,-92,9938,-9472,-1953,8445,383804,131371,-1610084,300,-541,342609
3,1785955,999,8000,0,0,-99,-108,9935,-10527,3935,10537,385247,131926,-1611037,366,-554,342665
4,1786079,999,8000,0,0,-82,-89,9943,-11854,6351,12119,385257,130592,-1613488,454,-561,342684
5,1786205,999,8000,0,0,-101,-89,9938,-10775,7158,15314,388170,132341,-1609025,529,-560,342707
6,1786329,999,8000,0,0,-86,-108,9936,-8904,7156,16382,387212,131515,-1611974,589,-571,342755
7,1786455,999,8000,0,0,-77,-100,9946,-8639,3965,18268,387231,129559,-1611984,637,-572,342868
8,1786579,999,8000,0,0,-112,-79,9963,-8635,5038,19327,386714,131043,-1612481,669,-556,342924
9,1786705,999,8000,0,0,-80,-101,9952,-8633,3171,20406,373173,128667,-1607337,683,-548,343001
10,1786830,999,8000,0,0,-84,-102,9933,-8367,-831,21500,390130,130154,-1613401,690,-538,343099
11,1786955,999,8000,0,0,-84,-91,9939,-8905,-4293,22854,384851,127890,-1608599,670,-541,343192
12,1787079,999,8000,0,0,-78,-86,9928,-9171,-4818,23656,384367,127448,-1609588,633,-543,343263
13,1787205,999,8000,0,0,-72,-97,9956,-9694,-24,23356,387759,128408,-1608546,599,-538,343352
14,1787329,999,8000,0,0,-52,-88,9952,-8891,6123,23051,386315,126222,-1613455,603,-529,343397
15,1787455,999,8000,0,0,-73,-89,9956,-9419,11728,23017,387291,126170,-1612476,652,-523,343473
16,1787579,999,8000,0,0,-95,-86,9947,-8888,10656,21688,382923,125227,-1614025,714,-518,343528
17,1787705,999,8000,0,0,-91,-92,9962,-10234,5312,19857,386815,127345,-1607094,756,-520,343579
18,1787830,999,8000,0,0,-94,-96,9965,-10509,-33,18826,384417,124137,-1611549,751,-527,343645
19,1787954,999,8000,0,0,-66,-86,9968,-9175,-40,18561,387799,126431,-1608058,724,-529,343658
20,1788080,999,8000,0,0,-72,-96,9955,-8912,2356,16679,387817,125455,-1608058,712,-523,343640
21,1788204,999,8000,0,0,-55,-90,9963,-7588,2880,14009,387865,122580,-1609040,711,-511,343659
22,1788329,999,8000,0,0,-85,-94,9976,-8122,1532,12688,387828,124121,-1610509,704,-508,343723
23,1788455,999,8000,0,0,-70,-82,9963,-8141,-3544,9524,391213,125979,-1607997,672,-503,343735
24,1788579,999,8000,0,0,-61,-80,9966,-10010,-4088,7925,387797,128290,-1606079,624,-494,343623
25,1788704,999,8000,0,0,-55,-93,9966,-8682,-623,5769,383938,124491,-1609108,582,-500,343609
26,1788829,999,8000,0,0,-71,-81,9966,-9744,6833,2522,388299,125076,-1610009,588,-499,343559
27,1788955,999,8000,0,0,-63,-72,9955,-8938,11352,630,382507,121756,-1613056,633,-487,343517
28,1789080,999,8000,0,0,-61,-63,9959,-7883,8940,-1752,395111,123304,-1612372,683,-471,343444
29,1789205,999,8000,0,0,-74,-104,9960,-8169,1717,-5171,388281,126051,-1610009,701,-476,343430
30,1789330,999,8000,0,0,-64,-90,9958,-7653,-5502,-7788,390715,125640,-1612913,662,-468,343375
31,1789455,999,8000,0,0,-83,-59,9939,-7391,-8987,-9362,388245,126746,-1613928,597,-440,343270
32,1789579,999,8000,0,0,-63,-83,9939,-8192,-8981,-9097,388742,127083,-1610979,524,-432,343152
33,1789705,999,8000,0,0,-78,-75,9958,-9258,-7639,-8841,391198,126928,-1607506,477,-441,343127
34,1789830,999,8000,0,0,-86,-56,9941,-9790,-6032,-8586,390704,125308,-1613885,446,-441,343065
35,1789955,999,8000,0,0,-101,-56,9952,-10051,-3628,-8068,393138,127411,-1606981,440,-425,342914
36,1790079,999,8000,0,0,-91,-93,9952,-11103,-3370,-6732,385809,128850,-1608091,447,-436,342791
37,1790205,999,8000,0,0,-73,-81,9942,-9243,-3362,-6468,389733,127375,-1607042,453,-441,342774
38,1790329,999,8000,0,0,-82,-89,9941,-10039,-3891,-5399,391189,126159,-1611426,457,-450,342746
39,1790455,999,8000,0,0,-105,-79,9935,-10576,-7361,-5109,388204,129569,-1611966,443,-454,342718
40,1790580,999,8000,0,0,-109,-97,9947,-11110,-11608,-1619,392594,129511,-1609928,416,-466,342688
41,1790705,999,8000,0,0,-113,-92,9930,-11111,-15070,2,389196,129014,-1610479,371,-490,342719
42,1790829,999,8000,0,0,-94,-88,9942,-11639,-17724,3217,389199,128988,-1609989,303,-513,342723
43,1790955,999,8000,0,0,-87,-98,9945,-11092,-14783,5599,387714,129590,-1612465,247,-524,342743
44,1791079,999,8000,0,0,-78,-99,9945,-10017,-9430,7694,388688,130010,-1610977,221,-537,342775
45,1791205,999,8000,0,0,-65,-68,9927,-8679,-5428,7668,389205,129784,-1606559,231,-536,342805
46,1791329,999,8000,0,0,-109,-98,9938,-8148,-7296,7947,391108,130959,-1609953,246,-533,342839
